,p_val,n_samples,auc_mean,auc_std,auc_median,shuffled_auc_mean,shuffled_auc_std,shuffled_auc_median,acc_mean,acc_std,shuffled_matthews_mean,shuffled_matthews_std,matthews_mean,matthews_std,shuffled_accuracy_mean,shuffled_accuracy_std
sugary_sweets_frequency_rare_cohort,0.010198019801980197,1130.0,0.6291550643926209,0.02457513022936733,0.6262443438914027,0.5015850499081388,0.030361895292769902,0.5024408275017729,0.5965486725663717,0.023862301238238483,0.004110683778407808,0.05250961161145368,0.19353766611032877,0.04786030164802878,0.49964601769911504,0.026008198989308492
sugary_sweets_frequency_regular_cohort,0.0099009900990099,1130.0,0.7159497041420119,0.022752666327232357,0.7110685694396102,0.49877386783097827,0.031097523133265727,0.4963438070969831,0.6609439528023598,0.02300438652729183,-0.0027326554093559286,0.051217530876819614,0.32258619733240046,0.04623726295777606,0.4969616519174042,0.02504233673839707
vegetable_frequency_daily_cohort,0.09217821782178216,56.0,0.7161111111111111,0.09595041157536262,0.7083333333333334,0.4720336607836608,0.14626875073365336,0.4718253968253968,0.67,0.08314534736789145,-0.019917032748262828,0.24040144081924,0.3570522824058925,0.17277117488517596,0.4594117647058824,0.1145760955038164
vegetable_frequency_occasional_cohort,0.5108910891089109,56.0,0.4998611111111112,0.1141003287938479,0.5,0.5001575369075368,0.1432729108966142,0.5069444444444444,0.4923529411764706,0.10511321956507487,0.008894475024194316,0.26379971963683274,-0.010213801519959011,0.21946514414943463,0.47823529411764704,0.1298535240810313
vegetable_frequency_rare_cohort,0.37871287128712877,56.0,0.5670833333333334,0.09722331348593907,0.5694444444444444,0.5145674325674325,0.1522472635778409,0.5069444444444444,0.5711764705882353,0.08331164654372757,0.012473424472070883,0.266787291476453,0.15562357668835566,0.17077681985457896,0.47294117647058825,0.1322993355495454
vegetable_frequency_regular_cohort,0.1677227722772277,56.0,0.7075,0.12021425060858099,0.7083333333333333,0.5063906926406926,0.15056616171065162,0.4930555555555556,0.6717647058823529,0.11472247240510676,0.03687750635348426,0.27736475592029297,0.3545624830156003,0.2338684702788682,0.4805882352941177,0.13181065375342985
vitamin_b_supplement_frequency_daily_cohort,0.0099009900990099,1250.0,0.6458135168961202,0.02547775354220513,0.6460063716008646,0.5030722955365199,0.029601053949922036,0.5037567809282453,0.6012533333333334,0.02376613463640135,0.005913925309436125,0.060570823196752735,0.20297018478957748,0.04769576103250322,0.50088,0.030320492520186194
vitamin_b_supplement_frequency_occasional_cohort,0.19455445544554462,512.0,0.5588471917692697,0.041938782106664005,0.5637544273907911,0.5009467577724318,0.04906010160774515,0.49741976177902947,0.5403246753246753,0.0382212778694012,0.0039834143379277155,0.07566663511393833,0.08107791702369982,0.07676310426065422,0.49746753246753245,0.037492845216144294
vitamin_b_supplement_frequency_rare_cohort,0.4864356435643564,984.0,0.49934806428049666,0.027183161558479257,0.49823091672753833,0.49750207573672356,0.033352964097952485,0.49875557481170507,0.4967567567567568,0.025772931026630114,-0.0010571207780683707,0.05440486257086498,-0.006494152953114281,0.051709048732419376,0.4967567567567567,0.027165691581909845
vitamin_b_supplement_frequency_regular_cohort,0.08455445544554452,610.0,0.5662213330148113,0.033410605813037765,0.5685917343526039,0.498107753936915,0.034273343806534025,0.49976093700349994,0.5473770491803278,0.02394484140981601,-0.00749967512429378,0.06171902073684931,0.09538166314547455,0.048147670998679455,0.4912568306010928,0.03198939028033094
vitamin_d_supplement_frequency_daily_cohort,0.0099009900990099,1972.0,0.6500447977538348,0.020496820912662153,0.650854296018992,0.5014642233664236,0.025975114654529424,0.5026784305927888,0.6083108108108106,0.01991708066621277,0.0017204342796080083,0.04026937982428098,0.21692579539501528,0.03990534692830615,0.4996452702702702,0.020409565029316578
vitamin_d_supplement_frequency_occasional_cohort,0.18653465346534653,596.0,0.5434456928838951,0.03390297373533895,0.5431335830212234,0.49516637569174643,0.0403721457646193,0.4943778110944528,0.5277653631284916,0.033607473149439224,-0.004883212412425184,0.0669661920147101,0.05565416446732475,0.06755740865900393,0.4928491620111732,0.032010539445987286
vitamin_d_supplement_frequency_rare_cohort,0.3863366336633664,1034.0,0.5131670802315964,0.02933797884222885,0.5123035566583953,0.49857104656554535,0.03496904413848507,0.5008087917008834,0.5092926045016077,0.02701689919461897,-0.000891865400394034,0.05572041538823877,0.018608248659566673,0.05414582589704448,0.49665594855305456,0.02889750521825443
vitamin_d_supplement_frequency_regular_cohort,0.08990099009900991,908.0,0.5650555495920996,0.031586485848634174,0.5635734220695577,0.4961567042566473,0.03667548779300566,0.49237263344379767,0.5469230769230768,0.029141928025307264,-0.00769226233504565,0.06434381653195316,0.09412147690839939,0.058473600584803144,0.4933699633699633,0.031809954897084484
whole_eggs_daily_cohort,0.011881188118811881,712.0,0.6602026377849595,0.030546061669537047,0.6628526508865403,0.5098393478918808,0.04494083498702816,0.513665179374502,0.6128504672897195,0.027314473154481198,0.019642387913595225,0.06670256427073842,0.22645873239783107,0.05489765990639213,0.5067757009345795,0.03326219955324021
whole_eggs_occasional_cohort,0.0099009900990099,712.0,0.6662712900690014,0.029524510127228912,0.6659751943401171,0.4995953609832993,0.0384564959680584,0.4980777632153779,0.6231308411214953,0.02434731909050616,0.0013769862452811298,0.06832665474826176,0.24698103127559026,0.048778392008595316,0.4976635514018691,0.034156928744999045
whole_eggs_rare_cohort,0.019504950495049505,712.0,0.6111690977377937,0.03311281637362417,0.6133941828980697,0.4995732138442528,0.038728937959611395,0.5014647361734741,0.5828504672897196,0.03266254861883757,-0.0025103748758372405,0.07148438630419815,0.16628959719267122,0.06551065492642542,0.4951869158878504,0.03660674413932204
whole_eggs_regular_cohort,0.014653465346534653,712.0,0.6403253559262816,0.032080455686871893,0.642042973185431,0.5044099901603584,0.04089498693542932,0.503104373300683,0.6005140186915888,0.03207320187675304,0.0014795627288744177,0.07165077858292519,0.20165316668929972,0.06438513577072896,0.4971028037383178,0.03561091062009778
whole_grain_frequency_daily_cohort,0.0099009900990099,918.0,0.7515256773787019,0.026608690511338334,0.752835538752363,0.5011353599315689,0.0337883791565331,0.5006307384064737,0.6872463768115944,0.026957495696913452,0.0023142377658848493,0.06028910988290251,0.3754999252690461,0.053942314660487364,0.49862318840579706,0.030173916523966438
