,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
olive_oil_occasional_cohort,0.4925435832808233,0.5400126023944549,0.5190311418685121,0.5025951557093425,0.4812014282713715,0.506196177273682,0.49394463667820065,0.4850778546712803,0.5187985717286283,0.5022054190296157,0.4286332179930796,0.4664792387543253,0.5093467758874186,0.4072673808023524,0.509515570934256,0.46820934256055363,0.5553455156479732,0.44003360638521316,0.5464965397923875,0.4818339100346021,0.53098088636841,0.4597773576979626,0.45025951557093424,0.5633650519031143,0.5175383322831337,0.46124763705103966,0.4647491349480969,0.41998269896193774,0.46754883427851296,0.48876286494433935,0.45371972318339093,0.44074394463667826,0.46355807603444654,0.5129174543163202,0.5406574394463668,0.4556660899653979,0.4988447805082965,0.4917034236504936,0.44096020761245674,0.513840830449827,0.5003150598613737,0.5211090107120353,0.5173010380622837,0.44723183391003457,0.4967443814324722,0.4106280193236715,0.46172145328719716,0.5302768166089966,0.46649863474060066,0.4364629279563117,0.5231401384083044,0.4485294117647059,0.459987397605545,0.4648183154799412,0.48096885813148793,0.5436851211072664,0.4952741020793951,0.5194286914513757,0.47231833910034604,0.4984861591695502,0.4505356017643352,0.5855912623398445,0.5190311418685121,0.48897058823529405,0.5286704473850031,0.5263600084015962,0.4883217993079585,0.5116782006920415,0.42596093257718964,0.5393824826717075,0.4818339100346021,0.4318771626297577,0.4812014282713715,0.46271791640411675,0.5774221453287196,0.49502595155709345,0.4347826086956522,0.47195967233774416,0.46237024221453293,0.5356833910034602,0.5078764965343414,0.42701113211510194,0.4617214532871972,0.46950692041522496,0.46670867464818316,0.43982356647763077,0.46691176470588236,0.490916955017301,0.5587061541692921,0.5179584120982987,0.5056228373702422,0.444636678200692,0.4480151228733459,0.4629279563116992,0.4677768166089965,0.497621107266436,0.5364419239655533,0.4532661205629069,0.49329584775086505,0.48226643598615915
prepared_meals_frequency_occasional_cohort,0.6204799474030243,0.5465154503616042,0.6025641025641026,0.6185075608152532,0.5815253122945431,0.6390532544378698,0.5862919132149902,0.6395463510848126,0.5857988165680473,0.6104536489151875,0.6160420775805392,0.6255752794214333,0.6365877712031558,0.6277120315581853,0.6747205785667324,0.6093030900723209,0.5918803418803419,0.6497370151216305,0.6135765943458251,0.5484878369493754,0.6558185404339251,0.5862919132149902,0.6505588428665351,0.6410256410256411,0.6224523339907955,0.6431623931623931,0.6549967126890204,0.599112426035503,0.6260683760683761,0.5450361604207759,0.59155161078238,0.606344510190664,0.5401051939513478,0.6318211702827087,0.5958251150558843,0.6081525312294543,0.6454635108481263,0.5540762656147271,0.710552268244576,0.6208086785009862,0.6482577251808022,0.5226824457593688,0.5959894806048653,0.6236028928336621,0.6701183431952662,0.6507232084155161,0.6300131492439184,0.5113412228796844,0.6591058514135438,0.6824457593688362,0.5378040762656148,0.5780736357659435,0.6185075608152532,0.5857988165680473,0.5977975016436554,0.6464497041420119,0.6071663379355687,0.5987836949375411,0.6168639053254439,0.5567061143984222,0.5744575936883629,0.6696252465483236,0.6471071663379355,0.5657462195923734,0.6086456278763972,0.601742274819198,0.6132478632478633,0.6010848126232741,0.5317225509533201,0.5897435897435896,0.6268902038132806,0.5746219592373437,0.5604865220249835,0.6162064431295201,0.621137409598948,0.532215647600263,0.5774161735700198,0.6010848126232742,0.7166337935568705,0.5501314924391848,0.6365877712031558,0.5912228796844181,0.6155489809335963,0.5992767915844839,0.6250821827744905,0.5958251150558842,0.6543392504930967,0.6541748849441157,0.589086127547666,0.6232741617357002,0.5313938198553583,0.6280407626561473,0.6553254437869822,0.5588428665351742,0.6558185404339251,0.5853057199211046,0.6666666666666667,0.6073307034845496,0.5904010519395135,0.5535831689677844
sugary_sweets_frequency_rare_cohort,0.5357012417823228,0.5168462381300218,0.5060262965668371,0.5097699050401753,0.5585737764791818,0.5642804967129291,0.5324598246895544,0.5179419284149014,0.5460189919649379,0.5572041636230826,0.5409970781592404,0.5699872169466764,0.577200511322133,0.5831811541271001,0.5816289262235208,0.5636413440467495,0.5594868517165814,0.5639609203798394,0.49013878743608474,0.5545562454346238,0.5963750913075238,0.5336924762600438,0.5599433893352812,0.543644996347699,0.5540540540540541,0.5633217677136596,0.5566563184806428,0.5398557341124909,0.5814463111760408,0.5088568298027758,0.5984751643535426,0.508354638422206,0.5460646457268078,0.5177136596055515,0.5222790357925493,0.5263422205989774,0.5329163623082541,0.5788440467494521,0.579300584368152,0.5543736303871438,0.535427319211103,0.5716307523739956,0.5943663257852447,0.5758308984660336,0.5535975164353543,0.5934989043097151,0.5925401753104456,0.5758765522279036,0.5702154857560263,0.5572498173849525,0.5489408327246165,0.5551497443389335,0.5763330898466033,0.6013513513513512,0.5846420745069394,0.5237399561723886,0.5842768444119796,0.5161157779401023,0.531455441928415,0.6018991964937911,0.566517531044558,0.5005021913805697,0.5036523009495982,0.6150018261504748,0.5916727538349159,0.5266617969320672,0.5892531044558071,0.5336011687363038,0.5199963476990505,0.5009587289992695,0.6194758948137326,0.5280314097881667,0.49479547114682254,0.5835007304601899,0.5720416362308254,0.54172753834916,0.5748265157048941,0.5866508400292184,0.5016891891891893,0.5799397370343315,0.6147735573411249,0.5475255661066472,0.564554419284149,0.5245617238860483,0.5193115412710007,0.5933162892622352,0.5632761139517897,0.5761961285609934,0.5136504747991234,0.5772005113221329,0.5504017531044558,0.5418644996347699,0.5620434623813002,0.5348338203067933,0.551999634769905,0.6029035792549307,0.5079437545653762,0.552045288531775,0.6276935719503287,0.5470690284879475
alcohol_frequency_regular_cohort,0.5673098687188773,0.5601516523313717,0.5851754411049788,0.5734507706826046,0.6123528746038931,0.5840029425079222,0.6054791386656754,0.6045068489233321,0.5968764146672703,0.5875679040289723,0.5780262518230432,0.5697045954988704,0.6200486645540969,0.662318922589407,0.5921244530870199,0.6042780748663101,0.6174456767768222,0.6074581258488003,0.6034487689096057,0.576853784780806,0.5465708465368946,0.6000452693526482,0.5489719465812577,0.6578398009665704,0.5938773200543233,0.6208125848800361,0.5754811404386743,0.5629557608167235,0.5817111815301041,0.5918119058397465,0.6067087992221682,0.5552918299064886,0.5988852421910367,0.5871435038478949,0.598530126683634,0.6197775172295461,0.5271050248981439,0.6400520597555456,0.6219222740141268,0.5941834196002174,0.579391127206881,0.5988003621548212,0.5908090022591438,0.6167748577311334,0.5956598008148484,0.5515504753282028,0.6351053790500157,0.5966141439560754,0.5925758261656859,0.6017145767315527,0.6093111041207928,0.6245245789127514,0.573251471253961,0.5581711181530103,0.6201492750722067,0.6540364322685808,0.5645371208691716,0.6229628791308284,0.633189396322457,0.5878349395178587,0.5875679040289724,0.5922363060208239,0.5897223254882896,0.5727644485115387,0.5710445903123585,0.6165402897238569,0.6393662958620493,0.615144842574852,0.5964237211407877,0.6216047985513807,0.5891217935886071,0.6018759472675799,0.6084483929379809,0.6197657311000453,0.6083674111355772,0.5856043924618948,0.5923494794024445,0.5772125396106835,0.5971288855843748,0.6248105464840287,0.5961690810321412,0.6003564961521051,0.6062798478652521,0.588564156824616,0.5840029425079222,0.5950090538705297,0.5891503903457348,0.6023334953816237,0.6337143503847895,0.6457956088727931,0.5665303554576911,0.5812576853784781,0.5746944318696243,0.596650067904029,0.5852326346192342,0.5544339271926564,0.6048834314169307,0.586266410140335,0.6216077096857217,0.6178615345019876
salted_snacks_frequency_regular_cohort,0.6688326530612245,0.6925947945567446,0.6436781609195402,0.6872109922050469,0.6515918367346939,0.6611177170035671,0.6540494120755714,0.6694081120359361,0.6678530612244897,0.6718192627824019,0.618377592812789,0.6648170167789668,0.6820244897959183,0.6929911481041089,0.6361804729818997,0.646551724137931,0.624261224489796,0.6852952833927863,0.657088122605364,0.6344629409433216,0.6893061224489796,0.6764764169639317,0.6413000396353548,0.6592680671158674,0.6337306122448979,0.6678887567710399,0.6644536926938829,0.6333729686880697,0.6599510204081632,0.6688796406394504,0.6470471660721364,0.6509446426212182,0.715591836734694,0.6343638525564803,0.6667657550535077,0.6705641432157485,0.6740571428571429,0.6686154049412075,0.6618113357114547,0.6799114810410887,0.6969469387755103,0.671819262782402,0.5855793367683975,0.6549742370194213,0.7131102040816327,0.6100211388558594,0.6597304795877923,0.6565926806711587,0.6532244897959184,0.6731074118113357,0.6499207292905271,0.6797133042674064,0.657991836734694,0.6942132382084819,0.6693750825736557,0.6806711586735368,0.6912326530612245,0.6646848989298455,0.6421257761923636,0.7241049015722025,0.6726204081632654,0.6577817413132515,0.6673272559122737,0.6906790857444841,0.6860408163265306,0.6737019421323821,0.6318866428854538,0.6553375611045051,0.6297795918367347,0.6488637864975559,0.7171356850310477,0.6616461884000528,0.6674938775510204,0.6609525696921654,0.6390870656625709,0.6550733254062624,0.6266122448979592,0.6790527150217994,0.6602919804465583,0.6800105694279298,0.6171755102040817,0.6607874223807636,0.6723147047166073,0.6733716475095785,0.6731755102040817,0.6630334258158277,0.6707623199894306,0.660358039371119,0.6705306122448979,0.6932884132646321,0.6568899458316819,0.6526952041220769,0.6806530612244898,0.6387237415774871,0.6713898797727573,0.6615801294754922,0.6556408163265307,0.6676575505350772,0.7108270577355001,0.657286299379046
frozen_dessert_frequency_regular_cohort,0.5052083333333334,0.6631944444444444,0.5798611111111112,0.5703125,0.568576388888889,0.4973958333333333,0.4730902777777778,0.5004340277777778,0.5698784722222223,0.51953125,0.4991319444444444,0.6627604166666666,0.6488715277777777,0.611111111111111,0.45486111111111116,0.5230034722222223,0.6349826388888888,0.546875,0.5238715277777778,0.4930555555555556,0.5759548611111112,0.66015625,0.5190972222222222,0.5950520833333334,0.6050347222222223,0.564236111111111,0.4878472222222222,0.5907118055555556,0.532986111111111,0.4852430555555555,0.5759548611111112,0.607638888888889,0.6432291666666667,0.5620659722222222,0.5959201388888888,0.4796006944444444,0.54296875,0.5403645833333334,0.5846354166666666,0.58984375,0.5620659722222222,0.625,0.4752604166666667,0.5698784722222222,0.5399305555555556,0.6293402777777777,0.5672743055555555,0.5381944444444444,0.5737847222222222,0.5264756944444444,0.5243055555555556,0.5221354166666666,0.4973958333333333,0.5434027777777778,0.66796875,0.5694444444444444,0.4991319444444444,0.46701388888888895,0.5130208333333333,0.5581597222222222,0.5104166666666666,0.5902777777777778,0.5625,0.6605902777777778,0.6354166666666666,0.5334201388888888,0.5798611111111112,0.4383680555555556,0.5711805555555556,0.5203993055555556,0.515625,0.6614583333333333,0.5572916666666667,0.5768229166666666,0.6197916666666666,0.5855034722222222,0.5633680555555555,0.5651041666666666,0.48871527777777773,0.587673611111111,0.5842013888888888,0.5581597222222222,0.5407986111111112,0.5572916666666667,0.5143229166666666,0.5789930555555555,0.5160590277777778,0.5703125,0.5078125,0.4357638888888889,0.5538194444444444,0.6119791666666667,0.5316840277777777,0.5377604166666667,0.5538194444444444,0.6098090277777778,0.5416666666666667,0.5512152777777778,0.6041666666666666,0.5282118055555556
sugary_sweets_frequency_daily_cohort,0.6631620710176552,0.6851319182701845,0.626363816703035,0.6434735171592938,0.6848343582622497,0.6807677048204721,0.6521027573894068,0.67521325133902,0.6790319381075184,0.6590954175758779,0.6583019242213846,0.6452092838722476,0.668815711168419,0.6944554651854791,0.6675262844673676,0.6508629240230114,0.68637175163658,0.6572108708589566,0.6735766712953779,0.6914798651061298,0.6996627653243405,0.6492263439793693,0.6528962507439,0.6454572505455266,0.6459035905574291,0.637522317000595,0.6965383852410236,0.6352410236064273,0.6646994643919857,0.6699563578655029,0.6729319579448523,0.6242313033128348,0.6517060107121603,0.6885042650267804,0.6560702241618727,0.6652449910731998,0.6572108708589566,0.7108708589565562,0.6778912914104345,0.6280499900813331,0.6813628248363421,0.6532929974211465,0.6806685181511605,0.6583515175560406,0.6946042451894465,0.6984229319579449,0.6412418170997818,0.6494247173179923,0.7343285062487603,0.663211664352311,0.6427296171394564,0.6093037095814322,0.6176849831382663,0.656020630827217,0.7058123388216624,0.6553759174766911,0.6478377306090062,0.6451596905375918,0.6645506843880183,0.6572604641936124,0.662666137671097,0.6162963697679033,0.6840408649077564,0.6762547113667924,0.6746181313231503,0.6841896449117237,0.6241321166435231,0.7034814520928387,0.6438206705018845,0.6465483039079547,0.6691628645110098,0.7067050188454672,0.6699563578655029,0.6628645110097203,0.6439694505058522,0.6345467169212458,0.685875818290022,0.6759075580242015,0.6402003570720095,0.6899920650664552,0.6666336044435628,0.6609799642927989,0.635290616941083,0.6691628645110097,0.643423923824638,0.6608807776234874,0.6150565364015077,0.6631620710176553,0.6241817099781789,0.6861733782979569,0.6863221583019242,0.6401507637373537,0.6734774846260663,0.657954770878794,0.6826026582027376,0.6697579845268795,0.6545328307875421,0.6702043245387821,0.6620214243205713,0.6680718111485816
red_meat_frequency_regular_cohort,0.68486871887732,0.6526143051154369,0.6312162200806428,0.6506906116846349,0.6333465368945224,0.6497283838841105,0.6474877748863278,0.6482598873287769,0.6493322770484382,0.6644126301493889,0.6325316709085189,0.6345334439074609,0.6079674060660932,0.6583578542326844,0.6938431181903971,0.6378792644914066,0.6446072883657765,0.6738343141693074,0.628985673024679,0.6413966656181189,0.632922136713445,0.6317338162064282,0.6897537819211301,0.6643026680774401,0.685208239022182,0.6483985966500678,0.6909548457204953,0.6727101146729961,0.6908669081032142,0.6453995020371208,0.6498899024850582,0.6476593554290944,0.650322544137619,0.6201335445903123,0.6492607738282478,0.68469215590952,0.6170212765957447,0.6341104572204618,0.6762275157997082,0.6390517315336441,0.6272634676324129,0.6406179266636487,0.6500614830278246,0.6349909920215048,0.6753338614757809,0.6472102761430512,0.6743401298292773,0.6760845320140696,0.6145314622000906,0.6412403802625622,0.6699362292316052,0.6335897509222453,0.6640448166591217,0.6375622453598913,0.6327318482084132,0.6252966913552004,0.6482005432322318,0.6125226346763241,0.7004203723297778,0.6914123938345391,0.6482854232684473,0.6583012675418741,0.6277274157110584,0.6772284022991792,0.6776539157990041,0.6418345405160706,0.6315307844090481,0.6731390660299122,0.6504640108646447,0.644380941602535,0.6198633075009294,0.673939775229489,0.6388637392485287,0.682746717971933,0.6031056078240727,0.6728530984586347,0.628678134902671,0.6582446808510638,0.6312448168377707,0.650576224656124,0.6648087369850613,0.6455126754187415,0.6325030741513913,0.6295576081672338,0.6208125848800362,0.6088444997736533,0.6514341273699562,0.6855786553804799,0.724649162516976,0.6058171118153011,0.630100946552661,0.6738539849581058,0.6907254413761883,0.6287347215934812,0.6248105464840288,0.5955846606994768,0.6958748302399277,0.649275690357628,0.5983585461408676,0.67494066172896
red_meat_frequency_rare_cohort,0.5121944318696243,0.51847555454957,0.5236924132803341,0.5481426406245532,0.5107231779085559,0.5588218650973291,0.4957962767022219,0.54273785352741,0.5705353100950656,0.534857401539158,0.5143412736995625,0.508965083359547,0.5347725215029425,0.5187867813490267,0.5712202236266408,0.5030169578769768,0.5502489814395655,0.5304436396559529,0.4873745317281021,0.5464268351968887,0.5788535536441829,0.5520031688546854,0.5030455546341045,0.5280963138780063,0.5350837483023992,0.4870416478044364,0.5553490234207441,0.5808573307786897,0.5436849253055681,0.5607175192394749,0.5424518859561326,0.5284966684777946,0.5314339067451335,0.5439395654142145,0.5588092310332008,0.5809145242929452,0.5684416025350837,0.5051210955183341,0.5472561411535932,0.5009579913637794,0.5289440923494795,0.48248641919420554,0.5380765821155881,0.5203751894535159,0.5729968311453146,0.5896899049343594,0.534216019903343,0.5397065972718693,0.5371208691715709,0.5398370303304663,0.516171466155738,0.5043896022191083,0.5396955636034404,0.4968028519692168,0.5427092567702823,0.5251794446509765,0.5522578089633319,0.5298494794024445,0.50132974920644,0.5347593582887701,0.5306982797645994,0.5382526029877772,0.5462552546541222,0.5284966684777946,0.49810434585785424,0.5170325939339067,0.5513168806657325,0.5234636392233121,0.5395540968764146,0.5434019918515166,0.5449969973405017,0.522148188395436,0.5239927569035763,0.587850837483024,0.5397923875432525,0.564328405158855,0.5162403802625621,0.5343764146672703,0.5664731619434357,0.53830535617261,0.5175418741511997,0.5454108193752829,0.5606966170036318,0.49498126912408136,0.5499660479855137,0.5625848800362154,0.5093368412022077,0.5354456804598358,0.5589350384789498,0.542609778180172,0.5293688695701908,0.5316423117618463,0.5579447713897692,0.49354911724762335,0.5699619663130201,0.549715462266579,0.550362154821186,0.5507016749660479,0.5254082187079986,0.5122537104292373
vitamin_b_supplement_frequency_regular_cohort,0.4630102040816326,0.5119047619047619,0.5029761904761905,0.5273624618957758,0.49844104308390025,0.5062358276643991,0.5763888888888888,0.5417331978516475,0.5789399092970521,0.5218253968253969,0.5123299319727891,0.46262157061982867,0.5184240362811792,0.5939625850340137,0.5430839002267573,0.5366526346349253,0.5325963718820862,0.4977324263038549,0.532312925170068,0.5500072579474524,0.5541383219954649,0.5418083900226757,0.5174319727891157,0.5122659311946581,0.48115079365079366,0.5386904761904763,0.5460600907029479,0.5687327623748004,0.5204081632653061,0.5333049886621315,0.5820578231292517,0.5246044418638409,0.5296201814058956,0.534155328798186,0.5048185941043084,0.5540717085208303,0.5090702947845804,0.5460600907029479,0.5229591836734694,0.5463782842212223,0.5253684807256236,0.530328798185941,0.534013605442177,0.533023660908695,0.5077947845804989,0.6020408163265305,0.5168650793650793,0.5436202641892873,0.4931972789115646,0.5238095238095238,0.48384353741496605,0.5449266947307302,0.5384070294784581,0.5034013605442177,0.4968820861678005,0.5421686746987953,0.45875850340136054,0.5569727891156463,0.4837018140589569,0.5402816083611555,0.5038265306122449,0.5542800453514739,0.5245181405895691,0.5569748875018145,0.5410997732426304,0.5255102040816326,0.5844671201814059,0.48700827406009584,0.532312925170068,0.5017006802721088,0.5114795918367347,0.5013790100159675,0.5229591836734695,0.542233560090703,0.5222505668934241,0.545507330526927,0.4834183673469387,0.5286281179138322,0.582624716553288,0.480185803454783,0.5644841269841269,0.5531462585034014,0.5318877551020408,0.5526201190303381,0.5014172335600907,0.49730725623582767,0.4992913832199546,0.6211351429815648,0.5751133786848073,0.5155895691609977,0.560515873015873,0.5578458411961097,0.528202947845805,0.5242346938775511,0.5082199546485261,0.5681521265786036,0.49121315192743764,0.4947562358276644,0.5291950113378685,0.49542749310494993
